"Contract #","Bid Solicitation #","Description","Vendor","Type Code","Dollars Spent to Date","Organization","Status","Begin Date","End Date"
"24-PROS1-89524","","T2794 Dental Program: State Health Benefits Program and School Employees' Health Benefits Program","Horizon Healthcare Services Inc.","RFP","$0.00","Division of Purchase and Property ","3PS - Sent","01/01/2025","12/31/2027"
"24-PROS1-89523","","T2794 Dental Program: State Health Benefits Program and School Employees' Health Benefits Program","Aetna","RFP","$0.00","Division of Purchase and Property ","3PS - Sent","01/01/2025","12/31/2027"
"24-PROS1-86156","","T0472 - Unit Dose Pharmaceutical Services","Partners Pharmacy","RFP/SC-SBE","$2,447,823.87","Division of Purchase and Property ","3PS - Sent","10/01/2024","09/30/2027"
"24-PROS1-83446","","T3067 Statewide Advertising and Public Relations Services","KLR Agency","RFP/NJCOOP/SC-SBE","$0.00","Division of Purchase and Property ","3PS - Sent","09/01/2024","08/31/2027"
"24-PROS1-83445","","T3067 Statewide Advertising and Public Relations Services","Aloysius Butler & Clark","RFP/NJCOOP/SC-SBE","$0.00","Division of Purchase and Property ","3PS - Sent","09/01/2024","08/31/2027"
"24-PROS1-83444","","T3067 Statewide Advertising and Public Relations Services","Marketing for Change Co.","RFP/NJCOOP/SC-SBE","$0.00","Division of Purchase and Property ","3PS - Sent","09/01/2024","08/31/2027"
"24-PROS1-83443","","T3067 Statewide Advertising and Public Relations Services","JL Media Inc","RFP/NJCOOP/SC-SBE","$0.00","Division of Purchase and Property ","3PS - Sent","09/01/2024","08/31/2027"
"24-PROS1-83442","","T3067 Statewide Advertising and Public Relations Services","Violet PR","RFP/NJCOOP/SC-SBE","$0.00","Division of Purchase and Property ","3PS - Sent","09/01/2024","08/31/2027"
"24-PROS1-83441","","T3067 Statewide Advertising and Public Relations Services","Tara Dowdell Group","RFP/NJCOOP/SC-SBE","$0.00","Division of Purchase and Property ","3PS - Sent","09/01/2024","08/31/2027"
"24-PROS1-83440","","T3067 Statewide Advertising and Public Relations Services","Masterpiece Design","RFP/NJCOOP/SC-SBE","$0.00","Division of Purchase and Property ","3PS - Sent","09/01/2024","08/31/2027"
"24-PROS1-83439","","T3067 Statewide Advertising and Public Relations Services","The Setroc Group, Inc.","RFP/NJCOOP/SC-SBE","$262,310.63","Division of Purchase and Property ","3PS - Sent","09/01/2024","08/31/2027"
"24-PROS1-83438","","T3067 Statewide Advertising and Public Relations Services","Positive Solutions, LLC","RFP/NJCOOP/SC-SBE","$8,835,914.10","Division of Purchase and Property ","3PS - Sent","09/01/2024","08/31/2027"
"24-PROS1-83437","","T3067 Statewide Advertising and Public Relations Services","True North Inc.","RFP/NJCOOP/SC-SBE","$0.00","Division of Purchase and Property ","3PS - Sent","09/01/2024","08/31/2027"
"24-PROS1-83436","","T3067 Statewide Advertising and Public Relations Services","Targeted Advertising Group Inc","RFP/NJCOOP/SC-SBE","$0.00","Division of Purchase and Property ","3PS - Sent","09/01/2024","08/31/2027"
"24-PROS1-83435","","T3067 Statewide Advertising and Public Relations Services","Brand Enchanting Media LLC","RFP/NJCOOP/SC-SBE","$0.00","Division of Purchase and Property ","3PS - Sent","09/01/2024","08/31/2027"
"24-PROS1-83434","","T3067 Statewide Advertising and Public Relations Services","Integrated Marketing Services Inc.","RFP/NJCOOP/SC-SBE","$0.00","Division of Purchase and Property ","3PS - Sent","09/01/2024","08/31/2027"
"24-PROS1-83433","","T3067 Statewide Advertising and Public Relations Services","Success Advertising","RFP/NJCOOP/SC-SBE","$17,373,655.17","Division of Purchase and Property ","3PS - Sent","09/01/2024","08/31/2027"
"24-PROS1-83432","","T3067 Statewide Advertising and Public Relations Services","Impact Consulting Enterprises ","RFP/NJCOOP/SC-SBE","$0.00","Division of Purchase and Property ","3PS - Sent","09/01/2024","08/31/2027"
"24-PROS1-83431","","T3067 Statewide Advertising and Public Relations Services","EFK Group","RFP/NJCOOP/SC-SBE","$0.00","Division of Purchase and Property ","3PS - Sent","09/01/2024","08/31/2027"
"24-PROS1-83430","","T3067 Statewide Advertising and Public Relations Services","Spitball LLC","RFP/NJCOOP/SC-SBE","$0.00","Division of Purchase and Property ","3PS - Sent","09/01/2024","08/31/2027"
"24-PROS1-70103","","M4010 Business and IT Consulting and Advisory Services","Ernst & Young LLP","NATCOOP/NJCOOP","$0.00","Division of Purchase and Property ","3PS - Sent","03/27/2024","12/31/2025"
"24-PROS1-58392","","M4010 Business and IT Consulting and Advisory Services","BerryDunn","NATCOOP/NJCOOP","$0.00","Division of Purchase and Property ","3PS - Sent","10/10/2023","12/31/2025"
"24-PROS1-52496","","M4010 Business and IT Consulting and Advisory Services","McKinsey & Company Inc. Washington D.C.","NATCOOP/NJCOOP","$31,055,472.87","Division of Purchase and Property ","3PS - Sent","08/01/2023","12/31/2025"
"24-PROS1-106651","","T2533 - NJDEP Remedial Design Services","WSP USA INC","RFP/PSBE/PDVOB","$0.00","Division of Purchase and Property ","3PS - Sent","07/01/2025","06/30/2028"
"24-PROS1-106650","","T2533 - NJDEP Remedial Design Services","CDM Smith Inc.","RFP/PSBE/PDVOB","$0.00","Division of Purchase and Property ","3PS - Sent","07/01/2025","06/30/2028"
"24-PROS1-106649","","T2533 - NJDEP Remedial Design Services","First Environment Inc.","RFP/PSBE/PDVOB","$0.00","Division of Purchase and Property ","3PS - Sent","07/01/2025","06/30/2028"
"24-PROS1-104118","","T3150 - Evaluation, Research, Continuous Quality Improvement, and Model Support; DCF","Public Knowledge, LLC","RFP/PSBE/PDVOB","$0.00","Division of Purchase and Property ","3PS - Sent","04/01/2025","03/31/2028"
"24-PROS1-104117","","T3150 - Evaluation, Research, Continuous Quality Improvement, and Model Support; DCF","The Urban Institute","RFP/PSBE/PDVOB","$0.00","Division of Purchase and Property ","3PS - Sent","04/01/2025","03/31/2028"
"24-PROS1-104116","","T3150 - Evaluation, Research, Continuous Quality Improvement, and Model Support; DCF","The Children's Hospital of Philadelphia","RFP/PSBE/PDVOB","$0.00","Division of Purchase and Property ","3PS - Sent","04/01/2025","03/31/2028"
"24-PROS1-104115","","T3150 - Evaluation, Research, Continuous Quality Improvement, and Model Support; DCF","Public Health Management Corporation","RFP/PSBE/PDVOB","$0.00","Division of Purchase and Property ","3PS - Sent","04/01/2025","03/31/2028"
"24-PROS1-104114","","T3150 - Evaluation, Research, Continuous Quality Improvement, and Model Support; DCF","Mathematica","RFP/PSBE/PDVOB","$0.00","Division of Purchase and Property ","3PS - Sent","04/01/2025","03/31/2028"
"24-PROS1-104113","","T3150 - Evaluation, Research, Continuous Quality Improvement, and Model Support; DCF","Chapin Hall Center for Children","RFP/PSBE/PDVOB","$0.00","Division of Purchase and Property ","3PS - Sent","04/01/2025","03/31/2028"
"24-PROS1-104112","","T3150 - Evaluation, Research, Continuous Quality Improvement, and Model Support; DCF","Public Consulting Group LLC","RFP/PSBE/PDVOB","$0.00","Division of Purchase and Property ","3PS - Sent","04/01/2025","03/31/2028"
"24-PROS1-104111","","T3150 - Evaluation, Research, Continuous Quality Improvement, and Model Support; DCF","Child Trends Incorporated","RFP/PSBE/PDVOB","$150,000.02","Division of Purchase and Property ","3PS - Sent","04/01/2025","03/31/2028"
"24-PROS1-103062","","T3140 - Program Implementation and Strategy Advisor","ICF Incorporated LLC","RFP/SC-SBE","$0.00","Division of Purchase and Property ","3PS - Sent","03/20/2025","03/19/2029"
"24-PROS1-101906","","T2505 - Consulting Services: NJDOT Infrastructure & Non-Infrastructure Research","Greenman-Pedersen Inc.","RFP","$0.00","Division of Purchase and Property ","3PS - Sent","03/01/2025","02/28/2029"
"24-GNSV2-95510","","T0764 - PRINTING & MAILING SERVICES: TAXATION & VARIOUS STATE AGENCIES","Barton & Cooney LLC","RFP/SBE","$1,314,026.26","Division of Purchase and Property ","3PS - Sent","02/03/2025","12/31/2028"
"24-GNSV2-95244","","T3026 - Wildlands Fire Fighting Aircraft Services","Fletcher Flying Service Inc.","RFP","$0.00","Division of Purchase and Property ","3PS - Sent","01/16/2025","01/15/2028"
"24-GNSV2-89818","","T2724- Snow Removal and Salting Services- Statewide","Evergreen Consolidated LLC","RFP/SC-SBE","$109,340.00","Division of Purchase and Property ","3PS - Sent","10/01/2024","09/30/2027"
"24-GNSV2-89817","","T2724- Snow Removal and Salting Services- Statewide","anthony yaros industries","RFP/SC-SBE","$203,000.00","Division of Purchase and Property ","3PS - Sent","10/01/2024","09/30/2027"
"24-GNSV2-89815","","T2724- Snow Removal and Salting Services- Statewide","Clarke Moynihan Landscaping & Construction LLC","RFP/SC-SBE","$3,770,250.00","Division of Purchase and Property ","3PS - Sent","10/01/2024","09/30/2027"
"24-GNSV2-89814","","T2724- Snow Removal and Salting Services- Statewide","Mercer Landscape Service LLC","RFP/SC-SBE","$17,935.00","Division of Purchase and Property ","3PS - Sent","10/01/2024","09/30/2027"
"24-GNSV2-89813","","T2724- Snow Removal and Salting Services- Statewide","Gres Paving Co. Inc.","RFP/SC-SBE","$0.00","Division of Purchase and Property ","3PS - Sent","10/01/2024","09/30/2027"
"24-GNSV2-89812","","T2724- Snow Removal and Salting Services- Statewide","Ninsa LLC","RFP/SC-SBE","$11,700.00","Division of Purchase and Property ","3PS - Sent","10/01/2024","09/30/2027"
"24-GNSV2-81692","","T2543- Laboratory Courier Services- DOH","24 7 Enterprises LLC","RFP","$494,976.82","Division of Purchase and Property ","3PS - Sent","08/01/2024","07/31/2027"
"24-GNSV2-74278","","T0084 - Automotive Glass Parts and Windshield Repair/Replacement","AGN Glass LLC, DBA Auto Glass Now","RFP/NJCOOP/SBE","$72,863.29","Division of Purchase and Property ","3PS - Sent","08/01/2021","07/31/2025"
"24-GNSV2-72851","","T0303 - FOOD STORAGE FACILITIES FOR THE DEPARTMENT OF AGRICULTURE","Americold Logistics, LLC","RFP","$451,584.76","Division of Purchase and Property ","3PS - Sent","04/01/2018","03/31/2026"
"24-GNSV2-69916","","T0704 - Vehicle Collision Repairs for Department of the Treasury and State Police","Crash Champions LLC","RFP/PSBE","$268,809.83","Division of Purchase and Property ","3PS - Sent","10/01/2021","09/30/2025"
"24-GNSV2-58847","","M4000 - Express Courier, Overnight, Ground Delivery Logistics","FedEx","NATCOOP/NJCOOP","$2,957,099.78","Division of Purchase and Property ","3PS - Sent","11/28/2023","11/27/2026"
"24-GNSV2-103434","","T0896 - Asphaltic Oil and Aggregate Surface Treatment","Morris Asphalt Co Inc ","RFP/SBE","$0.00","Division of Purchase and Property ","3PS - Sent","05/01/2025","04/30/2028"
"24-GNSV2-103399","","T1374 - Grounds Maintenance Services - Capital and West Trenton Complexes","Clarke Moynihan Landscaping & Construction LLC","RFP/SBE","$8,575.20","Division of Purchase and Property ","3PS - Sent","05/01/2025","04/30/2028"
"24-GNSV1-97477","","T1372 - HVAC, REFRIGERATION AND BOILER SERVICES - STATEWIDE","McCloskey Mechanical","RFP/NJCOOP/SBE","$209,024.08","Division of Purchase and Property ","3PS - Sent","03/01/2025","02/29/2028"
"24-GNSV1-97476","","T1372 - HVAC, REFRIGERATION AND BOILER SERVICES - STATEWIDE","Envirocon","RFP/NJCOOP/SBE","$356,292.23","Division of Purchase and Property ","3PS - Sent","03/01/2025","02/29/2028"
"24-GNSV1-97475","","T1372 - HVAC, REFRIGERATION AND BOILER SERVICES - STATEWIDE","Northeast Mechanical Services. Inc.","RFP/NJCOOP/SBE","$327,584.01","Division of Purchase and Property ","3PS - Sent","03/01/2025","02/29/2028"
"24-GNSV1-97474","","T1372 - HVAC, REFRIGERATION AND BOILER SERVICES - STATEWIDE","Northeast Plumbing Services LLC","RFP/NJCOOP/SBE","$50,075.00","Division of Purchase and Property ","3PS - Sent","03/01/2025","02/29/2028"
"24-GNSV1-97473","","T1372 - HVAC, REFRIGERATION AND BOILER SERVICES - STATEWIDE","Multi Temp Mechanical Inc.","RFP/NJCOOP/SBE","$1,034,650.56","Division of Purchase and Property ","3PS - Sent","03/01/2025","02/29/2028"
"24-GNSV1-97472","","T1372 - HVAC, REFRIGERATION AND BOILER SERVICES - STATEWIDE","Marlee Contractors","RFP/NJCOOP/SBE","$270,496.81","Division of Purchase and Property ","3PS - Sent","03/01/2025","02/29/2028"
"24-GNSV1-97471","","T1372 - HVAC, REFRIGERATION AND BOILER SERVICES - STATEWIDE","Core Mechanical Inc.","RFP/NJCOOP/SBE","$560,604.00","Division of Purchase and Property ","3PS - Sent","03/01/2025","02/29/2028"
"24-GNSV1-80177","","T1829 - Removal, Handling, and Transport of Human Remains - Chief State Medical Examiner's Office","REST IN PEACE LLC","RFP","$228,453.50","Division of Purchase and Property ","3PS - Sent","07/01/2024","06/30/2027"
"24-GNSV1-79046","","T1343 - Overhead/Rolling Doors & Operators, Repair/Replace, DOT & Other Agencies","Miner Ltd","RFP/NJCOOP/SC-SBE","$403,587.15","Division of Purchase and Property ","3PS - Sent","06/17/2024","04/30/2026"
"24-GNSV1-70915","","T0777 - Snow Plowing and Spreading Services - NJDOT","Freiberger Excavating, LLC","RFP","$0.00","Division of Purchase and Property ","3PS - Sent","03/28/2024","09/30/2025"
"24-GNSV1-70911","","T0777 - Snow Plowing and Spreading Services - NJDOT","Mike Fitzpatrick Contractors Inc.","RFP","$0.00","Division of Purchase and Property ","3PS - Sent","05/03/2024","09/30/2025"
"24-GNSV1-67213","","T0777 - Snow Plowing and Spreading Services - NJDOT","Colonnelli Brothers, Inc.","RFP","$0.00","Division of Purchase and Property ","3PS - Sent","02/02/2024","09/30/2025"
"24-GNSV1-63141","","T0777 - Snow Plowing and Spreading Services - NJDOT","R. Marinho Enterprises Corporation","RFP","$0.00","Division of Purchase and Property ","3PS - Sent","12/08/2023","09/30/2025"
"24-GNSV1-54876","","T0126 - OEM & NON-OEM MAINTENANCE & REPAIR      SERVICES FOR LIGHT/MEDIUM DUTY VEHICLES             ","Fred Beans Ford of Washinton","RFP/NJCOOP","$129,533.08","Division of Purchase and Property ","3PS - Sent","03/18/2016","12/17/2025"
"24-GNSV1-52509","","M2022 - FUEL CREDIT SERVICES STATEWIDE                                                              ","Impac Fleet","NATCOOP/NJCOOP","$5,009,427.33","Division of Purchase and Property ","3PS - Sent","08/01/2023","10/18/2025"
"24-GNSV1-110372","","T1881 - Printing: Certified Copies of Vital Records Forms (DOH)","RR Donnelley","RFP/NJCOOP/SC-SBE","$0.00","Division of Purchase and Property ","3PS - Sent","06/18/2025","06/17/2028"
"24-GNSV1-108529","","T0465 - Tree Trimming, Pruning, and Removal Services - Statewide","Aspen Tree Expert Company Inc.","RFP/NJCOOP/SBE","$0.00","Division of Purchase and Property ","3PS - Sent","07/01/2025","06/30/2028"
"24-GNSV1-108527","","T0465 - Tree Trimming, Pruning, and Removal Services - Statewide","Independence Constructors Corp. of New Jersey","RFP/NJCOOP","$0.00","Division of Purchase and Property ","3PS - Sent","07/01/2025","06/30/2028"
"24-GNSV1-108526","","T0465 - Tree Trimming, Pruning, and Removal Services - Statewide","Midhurst Tree Care LLC","RFP/NJCOOP/SBE","$0.00","Division of Purchase and Property ","3PS - Sent","07/01/2025","06/30/2028"
"24-GNSV1-108525","","T0465 - Tree Trimming, Pruning, and Removal Services - Statewide","PETERS TODD INC","RFP/NJCOOP/SBE","$0.00","Division of Purchase and Property ","3PS - Sent","07/01/2025","06/30/2028"
"24-GNSV1-108524","","T0465 - Tree Trimming, Pruning, and Removal Services - Statewide","Beckers Tree Service Inc","RFP/NJCOOP/SBE","$0.00","Division of Purchase and Property ","3PS - Sent","07/01/2025","06/30/2028"
"24-GNSV1-108523","","T0465 - Tree Trimming, Pruning, and Removal Services - Statewide","Rich Tree Service Inc.","RFP/NJCOOP/SBE","$0.00","Division of Purchase and Property ","3PS - Sent","07/01/2025","06/30/2028"
"24-GNSV1-108522","","T0465 - Tree Trimming, Pruning, and Removal Services - Statewide","Arborchem Products Division of Asplundh Tree Expert  LLC.","RFP/NJCOOP/SBE","$0.00","Division of Purchase and Property ","3PS - Sent","07/01/2025","06/30/2028"
"24-FOOD-95487","","T1054 Cigarette Tax Decal/Stamps for Division of Revenue","MEYERCORD REVENUE INC","","$0.00","Division of Purchase and Property ","3PS - Sent","03/01/2025","02/28/2028"
"24-FOOD-93315","","T1715 Canteen Commissary for the Department of Corrections through DSS - Rebid","Keefe Group, LLC","RFP","$4,032,717.28","Division of Purchase and Property ","3PS - Sent","12/31/2024","12/30/2027"
"24-FOOD-93314","","T1715 Canteen Commissary for the Department of Corrections through DSS - Rebid","TSP Maintenance Supply LLC","RFP","$534,051.64","Division of Purchase and Property ","3PS - Sent","12/31/2024","12/30/2027"
"24-FOOD-93313","","T1715 Canteen Commissary for the Department of Corrections through DSS - Rebid","WALKENHORSTS","RFP","$25,901.58","Division of Purchase and Property ","3PS - Sent","12/31/2024","12/30/2027"
"24-FOOD-84467","","T0002 Bottled Spring Water and Cooler Rental - Statewide","WB Mason Co Inc.","RFP/NJCOOP","$222,395.43","Division of Purchase and Property ","3PS - Sent","01/19/2025","01/18/2028"
"24-FOOD-72601","","For Pay Only: M2075 Copiers and Managed Print Services - Statewide","Konica Minolta Business Solutions U.S.A. Inc.","NATCOOP/NJCOOP","$203,244.74","Division of Purchase and Property ","3PS - Sent","03/26/2024","07/31/2029"
